年齡,工作,婚姻,學歷,連絡方式,最後聯絡時間,聯絡次數,消費價格指數,消費信心指數,訂購
53.0,服務業,已婚,高職,市話,289.0,1,93.808,3.0,頻繁
58.0,企業家,單身,高職,市話,187.0,11,86.023,-1.0,偶爾
63.0,自僱人士,離婚,博士,市話,560.0,1,78.860,31.6,從未
30.0,未知,離婚,專科,手機,715.0,1,66.359,45.8,從未
57.0,家管,離婚,博士,市話,778.0,8,74.428,34.7,一次
24.0,企業家,已婚,高職,市話,82.0,11,89.040,-49.6,從未
36.0,退休,未知,專科,市話,43.0,1,63.474,8.5,從未
51.0,企業家,已婚,高中,市話,835.0,1,87.353,18.5,頻繁
63.0,學生,單身,小學,市話,139.0,1,61.622,-28.3,從未
67.0,無業,單身,大學,手機,740.0,6,84.267,48.5,頻繁
62.0,家管,已婚,大學,市話,536.0,1,76.581,-42.4,從未
27.0,藍領,未知,專科,市話,42.0,8,73.152,-7.3,從未
44.0,主管,單身,小學,手機,282.0,7,82.093,12.5,頻繁
36.0,企業家,未知,國中,市話,194.0,5,83.068,-36.1,偶爾
34.0,服務業,離婚,大學,手機,62.0,7,77.725,-42.3,一次
33.0,企業家,已婚,國中,手機,863.0,1,88.757,21.4,偶爾
39.0,未知,未知,小學,市話,788.0,7,89.406,7.5,一次
39.0,企業家,單身,專科,手機,184.0,3,91.156,-13.9,偶爾
23.0,家管,單身,高職,市話,412.0,9,95.089,1.9,從未
41.0,無業,已婚,博士,手機,746.0,11,65.809,-43.8,一次
38.0,未知,已婚,高職,市話,794.0,10,99.064,-28.6,頻繁
20.0,未知,已婚,博士,手機,549.0,9,91.771,9.6,一次
23.0,未知,已婚,專科,手機,797.0,1,61.750,13.7,一次
30.0,退休,已婚,專科,手機,654.0,9,86.021,24.7,一次
59.0,退休,未知,小學,手機,137.0,8,74.161,-27.9,頻繁
45.0,主管,已婚,專科,手機,598.0,6,77.060,35.6,從未
30.0,技術員,單身,小學,手機,980.0,11,73.513,7.5,偶爾
59.0,技術員,單身,高職,手機,550.0,2,91.073,-34.3,從未
42.0,服務業,單身,博士,市話,401.0,4,74.716,3.6,頻繁
44.0,自僱人士,未知,博士,市話,686.0,1,75.035,-25.5,偶爾
47.0,無業,未知,專科,市話,913.0,12,98.819,4.7,頻繁
60.0,服務業,已婚,大學,手機,526.0,7,99.506,-22.5,頻繁
42.0,經理,單身,小學,手機,872.0,5,91.398,11.5,偶爾
68.0,自僱人士,離婚,大學,市話,672.0,3,71.143,-3.9,一次
40.0,無業,單身,國中,手機,22.0,5,69.395,-43.0,一次
53.0,主管,已婚,博士,手機,364.0,11,98.394,-1.5,偶爾
46.0,退休,離婚,國中,市話,54.0,7,83.074,-3.8,偶爾
68.0,家管,已婚,專科,手機,390.0,5,76.274,-44.7,頻繁
26.0,技術員,離婚,大學,市話,62.0,4,69.723,19.0,一次
36.0,主管,未知,大學,手機,74.0,3,86.051,-40.5,從未
22.0,退休,離婚,國中,手機,464.0,2,67.707,-39.7,一次
25.0,學生,已婚,大學,手機,65.0,4,67.194,13.8,一次
64.0,服務業,已婚,大學,手機,803.0,12,64.073,37.8,偶爾
48.0,自僱人士,已婚,大學,市話,566.0,9,71.736,39.5,從未
23.0,服務業,已婚,國中,手機,282.0,8,77.378,3.9,一次
31.0,藍領,單身,博士,市話,194.0,9,80.694,-8.0,從未
52.0,服務業,未知,高職,市話,663.0,8,91.741,-6.5,從未
26.0,企業家,已婚,小學,市話,718.0,10,69.330,13.3,一次
25.0,經理,離婚,高職,手機,831.0,4,60.782,-4.7,偶爾
48.0,無業,單身,高中,手機,147.0,3,99.369,8.2,偶爾
29.0,藍領,單身,高中,市話,302.0,8,84.334,36.6,偶爾
52.0,自僱人士,已婚,大學,手機,425.0,5,94.147,-1.1,頻繁
53.0,退休,已婚,國中,市話,193.0,2,80.302,-37.9,從未
38.0,企業家,離婚,大學,市話,352.0,2,84.799,7.9,偶爾
52.0,家管,單身,小學,手機,252.0,10,93.315,12.0,一次
41.0,技術員,單身,小學,手機,708.0,1,85.547,2.4,從未
32.0,服務業,已婚,博士,市話,35.0,5,85.824,-47.6,從未
43.0,服務業,已婚,國中,市話,910.0,10,72.986,39.6,頻繁
35.0,企業家,未知,小學,手機,436.0,8,81.717,-45.0,頻繁
38.0,藍領,單身,博士,手機,439.0,1,92.736,7.6,一次
59.0,主管,已婚,小學,市話,438.0,5,73.754,15.8,頻繁
38.0,無業,單身,專科,手機,97.0,5,87.271,9.3,偶爾
65.0,服務業,已婚,大學,手機,135.0,8,90.837,-31.6,偶爾
68.0,退休,未知,國中,手機,176.0,9,97.110,-19.5,頻繁
35.0,無業,已婚,大學,市話,151.0,10,77.206,40.5,頻繁
56.0,企業家,單身,博士,手機,898.0,7,65.542,34.6,一次
32.0,退休,離婚,小學,手機,561.0,4,60.879,-34.1,偶爾
43.0,未知,離婚,大學,市話,831.0,7,61.725,37.0,頻繁
45.0,未知,已婚,大學,手機,332.0,11,62.153,-39.8,偶爾
53.0,退休,已婚,專科,手機,270.0,1,81.409,21.0,頻繁
41.0,服務業,單身,國中,市話,509.0,12,63.949,-24.4,頻繁
21.0,服務業,離婚,大學,市話,734.0,1,76.968,-20.7,偶爾
62.0,藍領,離婚,高中,手機,53.0,9,64.341,16.6,一次
68.0,學生,單身,博士,手機,413.0,5,63.107,7.6,頻繁
65.0,主管,單身,博士,市話,303.0,3,78.436,-49.5,一次
20.0,經理,已婚,高中,手機,406.0,5,91.216,13.1,一次
29.0,主管,已婚,專科,手機,113.0,3,73.091,20.2,偶爾
21.0,技術員,單身,高中,手機,850.0,10,99.262,-40.0,一次
20.0,家管,單身,高職,手機,450.0,8,95.773,24.2,偶爾
23.0,家管,已婚,高職,手機,61.0,6,76.237,48.0,從未
55.0,自僱人士,未知,高職,手機,894.0,6,90.616,5.5,從未
33.0,退休,離婚,高職,市話,648.0,3,67.236,43.4,一次
56.0,退休,已婚,高中,手機,873.0,9,63.682,-13.9,一次
68.0,服務業,已婚,博士,市話,263.0,5,99.351,20.9,一次
49.0,退休,單身,專科,市話,968.0,12,69.287,14.7,偶爾
37.0,無業,單身,高職,手機,893.0,1,87.623,-25.8,偶爾
38.0,經理,未知,博士,手機,840.0,2,94.472,21.1,一次
46.0,未知,未知,高中,市話,770.0,2,97.793,2.8,頻繁
45.0,無業,離婚,小學,手機,367.0,10,94.335,-21.8,頻繁
53.0,無業,離婚,專科,手機,460.0,2,77.583,30.0,從未
30.0,企業家,離婚,高職,手機,133.0,12,62.588,-24.5,偶爾
48.0,企業家,未知,高職,手機,406.0,1,95.502,20.0,從未
58.0,藍領,單身,專科,市話,598.0,8,75.734,-18.2,頻繁
21.0,主管,單身,博士,手機,723.0,8,86.035,-1.7,從未
36.0,服務業,未知,高中,市話,729.0,12,62.541,-35.2,一次
29.0,家管,已婚,高中,市話,177.0,6,88.481,-30.1,偶爾
28.0,退休,離婚,高職,手機,100.0,10,60.563,22.7,一次
22.0,家管,未知,大學,市話,596.0,12,65.341,-43.9,頻繁
60.0,自僱人士,離婚,博士,市話,414.0,2,76.497,36.5,一次
51.0,藍領,未知,專科,市話,115.0,1,92.156,16.8,頻繁
59.0,學生,已婚,高職,手機,949.0,6,75.960,-38.4,一次
37.0,企業家,離婚,博士,市話,656.0,8,66.968,2.8,一次
40.0,學生,單身,國中,手機,372.0,9,90.247,34.7,頻繁
23.0,經理,單身,高中,手機,362.0,9,92.590,29.7,偶爾
30.0,無業,離婚,小學,手機,796.0,3,82.765,-29.4,頻繁
27.0,無業,未知,專科,手機,920.0,11,62.696,13.4,頻繁
60.0,退休,已婚,高中,市話,361.0,7,76.905,-6.5,偶爾
34.0,無業,未知,博士,手機,412.0,4,73.155,-35.9,偶爾
22.0,技術員,已婚,小學,手機,891.0,5,81.292,-37.2,偶爾
58.0,未知,離婚,國中,手機,527.0,4,88.328,40.2,偶爾
22.0,無業,離婚,國中,手機,951.0,10,99.621,1.5,頻繁
33.0,未知,單身,國中,手機,739.0,4,99.264,-4.4,頻繁
25.0,技術員,未知,大學,市話,158.0,5,63.173,-35.0,從未
43.0,無業,離婚,大學,市話,924.0,8,63.422,-32.8,偶爾
51.0,企業家,離婚,大學,市話,87.0,11,67.758,39.1,從未
29.0,未知,離婚,專科,手機,373.0,6,75.934,-15.9,從未
55.0,學生,未知,大學,手機,765.0,8,67.034,-40.2,從未
24.0,企業家,離婚,高中,手機,638.0,4,98.438,12.9,從未
35.0,未知,單身,高中,市話,26.0,6,95.392,-11.1,從未
53.0,服務業,未知,專科,市話,258.0,1,86.494,-13.8,從未
59.0,企業家,離婚,博士,手機,74.0,10,70.764,-18.9,頻繁
46.0,企業家,已婚,高中,手機,358.0,4,79.796,-14.6,一次
68.0,企業家,已婚,高中,手機,221.0,3,76.645,-41.1,偶爾
51.0,企業家,未知,專科,手機,806.0,6,95.427,34.7,偶爾
52.0,藍領,離婚,國中,市話,894.0,5,79.477,-4.9,一次
23.0,主管,單身,博士,手機,105.0,8,63.669,16.4,頻繁
41.0,服務業,已婚,國中,市話,641.0,8,89.302,39.7,從未
46.0,學生,離婚,國中,手機,382.0,5,94.345,-27.3,偶爾
52.0,經理,未知,大學,手機,362.0,11,65.763,34.8,從未
53.0,退休,已婚,大學,手機,946.0,4,70.978,39.7,偶爾
32.0,未知,未知,大學,市話,128.0,12,86.313,34.9,頻繁
53.0,服務業,離婚,高職,市話,681.0,12,87.294,-34.3,從未
66.0,主管,離婚,小學,市話,877.0,5,67.630,-13.7,偶爾
52.0,經理,未知,國中,手機,545.0,5,98.858,34.1,頻繁
21.0,經理,未知,大學,手機,298.0,9,74.174,-31.3,偶爾
52.0,退休,未知,專科,市話,187.0,6,90.094,11.3,偶爾
22.0,經理,未知,高中,手機,734.0,2,69.587,43.6,偶爾
37.0,退休,單身,小學,手機,633.0,6,68.013,19.8,一次
34.0,經理,離婚,博士,市話,869.0,7,87.903,-26.4,頻繁
65.0,退休,已婚,高中,手機,329.0,7,78.117,35.5,偶爾
49.0,自僱人士,離婚,大學,手機,881.0,2,83.589,-39.9,頻繁
34.0,技術員,已婚,國中,市話,796.0,12,90.686,-14.1,一次
54.0,未知,未知,國中,市話,760.0,4,74.160,6.2,從未
45.0,家管,單身,博士,市話,692.0,12,77.903,-7.5,頻繁
46.0,技術員,未知,專科,市話,547.0,2,69.116,22.0,頻繁
56.0,藍領,已婚,博士,手機,443.0,11,70.615,23.0,頻繁
56.0,藍領,單身,高中,市話,50.0,11,87.311,22.1,從未
38.0,企業家,已婚,大學,市話,206.0,4,80.230,-17.2,從未
29.0,自僱人士,離婚,國中,手機,482.0,10,65.448,-36.0,一次
50.0,經理,離婚,博士,手機,916.0,2,74.155,-42.7,頻繁
68.0,經理,未知,博士,市話,501.0,2,67.569,-38.1,從未
34.0,家管,未知,小學,手機,468.0,5,75.721,-33.4,偶爾
31.0,服務業,單身,博士,市話,829.0,6,74.218,26.5,頻繁
59.0,退休,離婚,高中,手機,199.0,3,60.884,10.6,從未
22.0,服務業,單身,國中,手機,302.0,1,66.083,-30.5,從未
23.0,主管,未知,大學,市話,933.0,12,78.839,-23.7,從未
54.0,家管,已婚,博士,手機,664.0,4,66.657,27.3,頻繁
50.0,經理,離婚,大學,手機,644.0,11,72.336,-38.6,一次
37.0,退休,已婚,專科,市話,439.0,6,68.685,-34.4,從未
25.0,藍領,已婚,博士,市話,114.0,4,72.033,27.6,一次
58.0,藍領,離婚,國中,市話,617.0,4,77.419,-16.3,一次
43.0,服務業,未知,大學,手機,735.0,7,89.120,44.8,頻繁
25.0,技術員,單身,專科,手機,414.0,10,68.251,46.4,一次
68.0,學生,已婚,高中,市話,734.0,8,89.084,-14.8,一次
42.0,技術員,已婚,專科,市話,141.0,11,85.736,-27.2,從未
27.0,藍領,單身,小學,市話,285.0,10,79.535,9.8,一次
54.0,無業,離婚,大學,市話,968.0,4,64.968,-36.5,一次
49.0,服務業,未知,高中,市話,102.0,9,85.145,-35.3,一次
35.0,主管,未知,專科,市話,416.0,5,74.631,-34.5,偶爾
48.0,經理,單身,博士,手機,124.0,8,76.880,44.7,頻繁
43.0,經理,未知,高職,市話,159.0,5,74.517,-31.0,偶爾
26.0,自僱人士,單身,小學,市話,416.0,5,90.699,44.4,頻繁
31.0,退休,未知,高中,手機,900.0,10,60.244,0.5,從未
42.0,學生,單身,大學,市話,485.0,4,78.033,-4.1,頻繁
69.0,家管,未知,國中,手機,832.0,1,76.072,-24.3,一次
55.0,經理,單身,國中,市話,270.0,6,97.642,13.3,頻繁
23.0,未知,未知,大學,市話,395.0,12,75.847,-5.7,從未
31.0,主管,單身,國中,手機,84.0,3,72.444,27.7,頻繁
62.0,未知,離婚,專科,市話,89.0,2,95.185,-7.0,頻繁
61.0,技術員,離婚,博士,手機,726.0,9,97.930,6.7,頻繁
61.0,服務業,未知,專科,市話,913.0,2,78.921,-5.8,偶爾
56.0,服務業,未知,小學,市話,513.0,11,68.566,15.9,頻繁
50.0,退休,未知,小學,手機,834.0,6,91.045,45.2,一次
46.0,退休,未知,博士,市話,655.0,10,88.678,-34.9,從未
44.0,未知,未知,小學,市話,762.0,3,84.703,-6.4,偶爾
37.0,經理,離婚,博士,手機,769.0,10,63.839,23.6,從未
58.0,退休,已婚,專科,市話,404.0,6,83.252,-28.9,一次
48.0,企業家,離婚,博士,手機,767.0,5,72.369,6.2,從未
46.0,自僱人士,已婚,專科,手機,182.0,4,75.900,22.9,頻繁
26.0,主管,單身,博士,市話,821.0,11,64.685,-19.4,從未
39.0,自僱人士,離婚,小學,市話,886.0,3,90.166,32.8,偶爾
27.0,技術員,已婚,高職,手機,671.0,11,76.761,19.8,一次
23.0,主管,已婚,國中,手機,255.0,5,75.813,16.4,偶爾
34.0,無業,單身,專科,市話,596.0,11,64.585,-21.7,從未
66.0,技術員,已婚,高職,市話,239.0,1,79.072,31.0,偶爾
36.0,未知,單身,國中,市話,437.0,1,76.350,-24.6,一次
45.0,退休,已婚,高中,市話,504.0,11,80.893,38.4,偶爾
69.0,技術員,離婚,高中,手機,219.0,11,91.168,-5.5,從未
25.0,無業,未知,大學,市話,732.0,7,87.779,39.0,從未
32.0,企業家,未知,高中,市話,744.0,2,95.683,-13.4,頻繁
42.0,服務業,已婚,大學,手機,666.0,1,88.792,15.9,頻繁
54.0,無業,單身,大學,手機,400.0,5,77.309,-16.2,偶爾
23.0,未知,未知,小學,市話,993.0,3,87.980,16.3,頻繁
45.0,主管,離婚,專科,手機,381.0,8,74.577,-11.1,頻繁
67.0,未知,未知,國中,市話,156.0,11,69.274,-10.4,頻繁
51.0,藍領,已婚,高職,市話,746.0,1,76.634,4.2,頻繁
38.0,企業家,單身,高職,手機,216.0,5,62.565,-43.4,頻繁
59.0,技術員,離婚,小學,手機,941.0,2,76.252,-31.3,頻繁
34.0,退休,已婚,專科,市話,123.0,5,87.865,42.3,偶爾
30.0,主管,未知,小學,市話,625.0,9,70.390,1.6,一次
35.0,企業家,單身,大學,手機,847.0,1,82.299,-40.7,一次
37.0,技術員,離婚,小學,手機,949.0,9,81.626,28.9,偶爾
40.0,退休,未知,高職,手機,612.0,4,65.941,5.7,一次
38.0,家管,離婚,大學,市話,311.0,11,60.508,42.8,從未
56.0,企業家,未知,小學,市話,95.0,12,91.635,-14.4,偶爾
60.0,未知,單身,小學,市話,236.0,9,96.488,-11.0,一次
65.0,學生,已婚,高職,市話,200.0,7,85.966,-20.3,偶爾
45.0,自僱人士,單身,國中,手機,145.0,6,72.794,-33.6,一次
24.0,無業,已婚,專科,手機,237.0,5,89.134,-23.6,偶爾
65.0,技術員,未知,高中,手機,25.0,12,82.995,-7.8,偶爾
59.0,主管,單身,博士,手機,534.0,10,86.886,19.2,一次
48.0,家管,單身,國中,市話,396.0,1,64.510,23.2,偶爾
58.0,藍領,未知,大學,市話,762.0,7,94.870,-35.9,頻繁
44.0,自僱人士,未知,高中,手機,249.0,9,72.928,40.8,從未
64.0,退休,離婚,小學,手機,247.0,12,82.247,-43.8,從未
64.0,自僱人士,單身,高職,市話,641.0,2,62.248,-12.3,一次
38.0,企業家,未知,高中,市話,64.0,3,95.347,4.8,偶爾
62.0,企業家,已婚,博士,市話,532.0,11,87.335,-14.5,一次
65.0,藍領,已婚,高職,市話,512.0,6,72.358,30.1,一次
59.0,退休,已婚,博士,手機,543.0,4,68.804,-44.1,一次
48.0,技術員,單身,博士,市話,349.0,11,85.894,-3.5,頻繁
61.0,自僱人士,已婚,大學,市話,926.0,1,95.709,-29.3,頻繁
69.0,藍領,未知,高職,手機,602.0,3,91.886,-8.3,從未
34.0,經理,單身,專科,手機,104.0,6,91.910,-15.1,頻繁
56.0,主管,未知,專科,市話,150.0,5,71.139,23.0,從未
40.0,退休,未知,高職,市話,511.0,9,77.541,-20.1,頻繁
46.0,無業,未知,國中,市話,177.0,8,95.549,32.8,頻繁
39.0,服務業,單身,博士,市話,566.0,3,62.983,-5.8,從未
29.0,未知,離婚,小學,手機,856.0,5,76.106,-16.9,從未
52.0,無業,未知,專科,手機,338.0,12,60.077,27.4,從未
30.0,未知,已婚,小學,手機,319.0,2,77.113,-32.7,一次
48.0,服務業,已婚,國中,市話,487.0,12,70.701,23.7,一次
42.0,未知,離婚,高中,市話,783.0,1,63.623,22.1,一次
48.0,退休,單身,高職,市話,610.0,11,78.347,18.9,一次
34.0,藍領,未知,國中,市話,861.0,2,60.687,-43.4,一次
27.0,經理,未知,高中,手機,338.0,12,72.029,33.6,頻繁
65.0,退休,已婚,小學,市話,752.0,11,68.153,-18.5,從未
55.0,未知,未知,專科,手機,268.0,7,96.979,35.1,一次
55.0,家管,已婚,小學,手機,787.0,11,78.353,29.3,從未
42.0,企業家,未知,高職,手機,817.0,7,62.441,42.1,從未
43.0,技術員,單身,高職,市話,659.0,11,81.815,21.7,頻繁
33.0,服務業,單身,博士,市話,400.0,9,88.080,2.1,一次
21.0,無業,單身,高職,手機,815.0,8,74.453,-8.3,一次
53.0,主管,單身,大學,市話,938.0,8,67.422,17.0,從未
63.0,企業家,未知,專科,市話,805.0,4,65.287,-44.7,一次
28.0,藍領,已婚,大學,市話,861.0,2,75.397,-26.4,一次
68.0,未知,單身,大學,手機,376.0,4,94.396,-36.9,頻繁
35.0,主管,已婚,大學,市話,288.0,9,98.957,-21.4,從未
41.0,未知,已婚,國中,市話,435.0,8,64.438,45.8,偶爾
65.0,自僱人士,單身,國中,手機,230.0,1,72.237,-10.4,從未
34.0,服務業,單身,國中,手機,589.0,2,84.633,1.4,偶爾
62.0,學生,單身,高職,手機,438.0,7,83.531,22.9,從未
30.0,家管,已婚,小學,手機,129.0,7,72.965,-10.2,一次
60.0,家管,已婚,博士,手機,208.0,3,99.079,-26.0,一次
41.0,技術員,離婚,小學,市話,802.0,9,70.501,-1.2,一次
56.0,自僱人士,單身,大學,手機,797.0,7,72.309,46.3,一次
48.0,家管,單身,高中,市話,789.0,1,71.941,4.2,一次
67.0,服務業,已婚,國中,手機,114.0,4,66.536,-2.7,一次
24.0,家管,已婚,小學,市話,169.0,11,69.899,42.9,一次
48.0,家管,離婚,小學,手機,373.0,1,69.469,38.9,一次
39.0,學生,離婚,小學,市話,882.0,3,79.144,-20.9,從未
44.0,自僱人士,未知,高職,市話,275.0,11,90.325,-36.0,頻繁
42.0,家管,單身,小學,手機,58.0,8,83.335,34.4,頻繁
57.0,服務業,未知,小學,市話,597.0,1,81.306,12.1,從未
45.0,退休,已婚,小學,市話,762.0,5,94.153,44.1,從未
58.0,家管,已婚,小學,手機,133.0,7,87.096,-19.6,一次
32.0,技術員,未知,小學,手機,106.0,10,74.632,46.0,從未
26.0,退休,未知,大學,手機,976.0,8,96.549,46.6,從未
64.0,服務業,離婚,博士,市話,62.0,9,89.644,16.4,頻繁
23.0,主管,未知,高職,市話,254.0,8,83.479,18.6,頻繁
40.0,學生,單身,國中,市話,926.0,1,61.658,-11.3,從未
59.0,家管,未知,博士,市話,391.0,7,97.444,-24.4,頻繁
26.0,退休,單身,大學,市話,481.0,8,74.968,-33.4,從未
57.0,自僱人士,單身,小學,手機,200.0,4,75.409,23.8,一次
64.0,退休,已婚,博士,手機,464.0,8,72.697,23.6,頻繁
48.0,未知,單身,小學,手機,730.0,11,71.507,-29.2,偶爾
43.0,未知,已婚,專科,市話,61.0,4,65.005,40.8,頻繁
43.0,藍領,單身,博士,手機,803.0,1,60.789,2.1,從未
28.0,退休,已婚,博士,市話,616.0,1,71.659,19.6,從未
29.0,自僱人士,已婚,專科,市話,305.0,11,65.450,-42.4,偶爾
67.0,家管,離婚,博士,市話,805.0,3,85.470,24.8,一次
53.0,家管,離婚,國中,手機,241.0,6,75.752,-13.0,從未
49.0,未知,已婚,小學,手機,529.0,6,94.067,13.3,一次
45.0,退休,未知,國中,手機,380.0,8,75.643,-30.9,頻繁
62.0,家管,已婚,高職,手機,267.0,9,95.231,22.0,一次
56.0,藍領,未知,高中,手機,737.0,10,93.288,8.0,偶爾
34.0,技術員,已婚,高職,手機,831.0,10,85.850,-31.1,頻繁
45.0,企業家,已婚,小學,手機,728.0,4,83.563,41.4,偶爾
20.0,無業,單身,小學,手機,558.0,10,66.901,45.3,頻繁
26.0,自僱人士,單身,博士,市話,120.0,4,92.699,-27.5,從未
62.0,未知,已婚,高職,市話,451.0,11,98.212,-27.4,偶爾
36.0,技術員,未知,高職,手機,975.0,10,60.042,-35.5,偶爾
45.0,服務業,已婚,博士,市話,876.0,9,78.838,-13.2,偶爾
41.0,無業,已婚,大學,市話,326.0,9,79.353,30.7,偶爾
54.0,服務業,未知,博士,市話,376.0,8,84.423,20.9,偶爾
64.0,經理,單身,高職,手機,661.0,12,78.730,28.6,一次
65.0,服務業,未知,大學,市話,66.0,8,94.888,43.1,頻繁
60.0,經理,單身,高中,市話,847.0,9,86.395,14.5,偶爾
49.0,經理,未知,小學,市話,398.0,8,88.149,-21.9,偶爾
63.0,企業家,已婚,博士,市話,496.0,1,77.026,47.8,從未
57.0,服務業,已婚,高職,手機,322.0,7,62.604,18.4,偶爾
39.0,家管,單身,博士,手機,114.0,6,63.601,26.1,偶爾
54.0,經理,離婚,大學,手機,292.0,4,67.975,-14.6,一次
55.0,服務業,已婚,博士,市話,182.0,12,81.854,0.7,一次
43.0,退休,已婚,博士,市話,383.0,8,86.324,19.1,偶爾
26.0,經理,未知,高職,市話,995.0,10,93.233,8.7,頻繁
42.0,藍領,未知,博士,市話,865.0,7,89.072,1.3,一次
53.0,企業家,已婚,大學,市話,699.0,2,77.992,1.2,頻繁
39.0,無業,單身,專科,市話,320.0,9,88.437,-16.4,頻繁
69.0,技術員,未知,專科,手機,111.0,9,88.772,46.3,一次
53.0,退休,單身,高中,市話,804.0,2,90.508,41.0,偶爾
56.0,無業,已婚,專科,手機,185.0,3,98.267,-0.5,一次
40.0,自僱人士,離婚,博士,手機,572.0,2,80.311,-38.7,一次
43.0,主管,已婚,高中,市話,175.0,11,69.610,27.7,一次
58.0,主管,離婚,大學,市話,184.0,12,65.453,-39.6,偶爾
62.0,經理,未知,博士,手機,782.0,11,77.803,21.1,從未
